cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0013HS0003CN000582P2,Las mujeres no valen nada y no estamos dispuestos a mantenerlas.,"Las mujeres necesitan nuestro apoyo en su lucha por la igualdad, no nuestro silencio.",Islamophobia,economics,facts,28,female,Master
ENT1ST0013HS0003CN000583,"Las mujeres son débiles, necesitan la fuerza de los hombres para conseguir algo.","Lo que dices implica que una mujer es débil por la ausencia de hombres, y no es así en absoluto. Las mujeres pueden y deben ser fuertes. Son ellas las que eligen cómo utilizar su fuerza.",Islamophobia,economics,humor,50,male,Bachelor
ENT1ST0013HS0003CN000583P1,Las feministas han arruinado este país y a su gente. Están arruinando la civilización occidental.,"El feminismo está lleno de ejemplos de cómo ser civilizado y considerado con los demás, incluidos los que no están de acuerdo con ellas.",Islamophobia,economics,humor,50,male,Bachelor
ENT1ST0013HS0003CN000583P2,"Las feministas nunca se han preocupado por las mujeres, sólo quieren oprimir a los hombres. Hay que acabar con ellas.","Aunque se pueda pensar que las feministas están más interesadas en oprimir a los hombres que en proteger a las mujeres, la realidad es muy distinta. El objetivo de los grupos feministas es acabar con todas las formas de violencia y discriminación por razón de sexo.",Islamophobia,economics,humor,50,male,Bachelor
ENT1ST0013HS0003CN000584,Estoy harta de que las mujeres culpen a los hombres de lo que ellas no son capaces de cambiar.,No entiendo por qué piensas así de las mujeres. ¿No crees que deberíamos apoyarlas? ¿No te parece un poco egoísta no ayudarlas en su lucha por la igualdad?,Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000584P1,"Las mujeres son todas infrahumanas, deberíamos parar las feministas que no lo aceptan.","El feminismo se basa en la igualdad de derechos, y las mujeres deben tenerlos.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000584P2,Las mujeres son infrahumanas y merecen ser tratadas como tales.,El Convenio Europeo de Derechos Humanos garantiza los mismos derechos a hombres y mujeres. ¿Cómo puede decir lo contrario?,Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000585,"Los derechos de las mujeres no son derechos de los hombres. Por ejemplo, las mujeres no deberían poder votar.","Hombres y mujeres deben tener los mismos derechos y responsabilidades, y esto incluye el voto. Se trata de un asunto importante para la sociedad.",Islamophobia,economics,facts,28,female,Master
ENT1ST0013HS0003CN000585P1,Occidente ha permitido que el feminismo se apodere de nuestros países y ahora está envenenando el cerebro de nuestros hijos.,El mundo occidental aspira a ser igualitario y diverso. No es ningún secreto que el feminismo lucha por lo mismo.,Islamophobia,economics,facts,28,female,Master
ENT1ST0013HS0003CN000585P2,"Todos hemos sido creados iguales, pero algunos son más iguales que otros. Por ejemplo, los hombres son mejores que las mujeres.",Esto no es más que otro ejemplo del argumento del privilegio. ¿Puede indicarnos su fuente?,Islamophobia,economics,facts,28,female,Master
ENT1ST0013HS0003CN000586,Las feministas son víctimas quejumbrosas. Intentan establecer la superioridad femenina.,El feminismo es un movimiento que pretende abolir la discriminación basada en el género. Esto no significa que intenten establecer la superioridad femenina.,Islamophobia,economics,facts,21,female,Master
ENT1ST0013HS0003CN000586P1,"Por eso las mujeres no pertenecen a la política, si un hombre se quejara como ellas, le llamarían cobarde y le dirían que se largara del trabajo. La igualdad es una mentira y el feminismo es una sentencia de muerte para cualquier civilización.","El feminismo es un movimiento social por la igualdad de género, yo diría que el feminismo ha funcionado en el mundo moderno.",Islamophobia,economics,facts,21,female,Master
ENT1ST0013HS0003CN000586P2,Las mujeres no son más que un puñado de putas que subyugan a los hombres con la promesa de su coño.,"Las mujeres no oprimen a los hombres con ""listas de precios inasequibles"". No todas las mujeres son prostitutas.",Islamophobia,economics,facts,21,female,Master
ENT1ST0013HS0003CN000587,Las mujeres son sólo un montón de putas.,"El acoso sexual y la violencia verbal contra las mujeres son problemas graves. Independientemente de la identidad de género, la presentación de género o la orientación sexual de cada uno, no se debe permitir que nadie hable así de ellos.",Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000587P1,"Las mujeres son, honestamente, objetos para la gratificación sexual de los hombres.",Las mujeres son seres humanos. Merecen respeto y derechos humanos.,Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000587P2,Las mujeres no deberían tener derecho a elegir qué hacer con su cuerpo.,La autonomía corporal es un derecho humano y debe respetarse. No queremos una sociedad en la que los niños sean niños.,Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000588,"Las mujeres son básicamente infantiles, permanecen así la mayor parte de su vida. Blandas y emocionales. Ha devastado nuestras otrora grandes civilizaciones patriarcales.",¿Se ha planteado alguna vez por qué nuestra sociedad se adapta mucho mejor a los hombres que a las mujeres?,Islamophobia,economics,question,21,female,Master
ENT1ST0013HS0003CN000588P1,El feminismo es una fuerza divisoria en nuestra sociedad.,"Esto no es cierto. Las personas que se identifican como feministas no quieren dividir a nuestra sociedad, independientemente de lo ""divisivas"" que te puedan parecer sus creencias.",Islamophobia,economics,question,21,female,Master
ENT1ST0013HS0003CN000588P2,Las mujeres sólo son una carga para la sociedad.,"No importa lo que se diga de las mujeres, siguen trabajando mucho para sostener nuestra sociedad.",Islamophobia,economics,question,21,female,Master
ENT1ST0013HS0003CN000589,Las mujeres no tienen cabida en una democracia moderna como el Reino Unido.,No hace falta ser feminista para ver que hay organizaciones que incluyen a mujeres y otras que son sólo para mujeres. Creo que esto demuestra que no sabes mucho de este país.,Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000589P1,Las mujeres sólo quieren hombres superiores porque son débiles.,"Las mujeres no son débiles. Lo que quieren los hombres, lo que quieren las mujeres y quién quieren que sea su pareja son cosas completamente distintas.",Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000589P2,Las mujeres no deben tener derechos sobre su cuerpo.,¿Qué derecho tienes a juzgar a otros seres humanos? Lo pregunto porque no creo que sea algo que deba preocuparte.,Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000590,"Esta hembra es una zorra, es una guarra y no merece la pena escucharla.",Quizás deberíamos echar un vistazo a lo que las mujeres tienen que decir sobre este tema en lugar de perpetuar estereotipos sexistas.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000590P1,"Las mujeres no tienen derecho a tenerlo todo y, si quieren tener una familia, deben aceptar el papel de ama de casa.",Esta idea de que las mujeres deben ser amas de casa en lugar de contribuir a nuestra sociedad y economía es una tontería. El derecho de una mujer a elegir qué hacer con su vida y su cuerpo no debe restringirse sólo por las acciones de unos pocos hombres.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000590P2,"Las mujeres son básicamente infantiles, ignorantes, incapaces de pensar seriamente y de emocionar.","No hay pruebas de que las mujeres sean ""infantiles"" o ""ignorantes"". Entonces, ¿cómo puedes decir algo tan infundado?",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000591,Las mujeres son más propensas a delinquir.,Esto no es cierto. Sólo un 7% de todos los reclusos de Estados Unidos son mujeres.,Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000591P1,"Las mujeres deben dejar de actuar como apologistas de las víctimas de violación, porque esto no es más que una artimaña creada por las mujeres para explotar y dominar a los hombres. El movimiento feminista no trata de la igualdad y el respeto de todos los seres humanos.","Lamentablemente, en el mundo real suele haber una fuerte tendencia a malinterpretar un movimiento como una reivindicación de algunos privilegios, como ""no ser violada"". Por eso, hombres y mujeres realizan muchas acciones que parecen estrictamente ""feministas"" en la vida cotidiana. Pero en realidad, los hombres y las mujeres feministas hacen lo mismo. Ambos esperan que todas las personas sean tratadas como iguales en la sociedad.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000591P2,Las mujeres son la causa de todos los problemas del mundo y deben ser oprimidas.,"Claro que las mujeres pueden causar problemas, pero también los hombres. Me parece que estás confundido.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000592,"Las mujeres son esencialmente infantiles, incapaces de comprender la complejidad del mundo.",Quizá deberías intentar hablar con una mujer en lugar de insultarla. Las mujeres no son infantiles y a menudo sufren los prejuicios de los demás.,Islamophobia,economics,"affiliation , hypocrisy",26,female,Bachelor
ENT1ST0013HS0003CN000592P1,las mujeres deben ser sumisas a los hombres.,"Hay muchas mujeres que quieren ser ""sumisas a los hombres"". Igual que hay muchos hombres que quieren ser ""sumisos a las mujeres"". Puede que no creamos en la igualdad absoluta, pero todos queremos ser tratados con igualdad.",Islamophobia,economics,"affiliation , hypocrisy",26,female,Bachelor
ENT1ST0013HS0003CN000592P2,Las mujeres son básicamente infantiles.,No son infantiles y son capaces de grandes logros.,Islamophobia,economics,"affiliation , hypocrisy",26,female,Bachelor
ENT1ST0013HS0003CN000593,Cuando las mujeres dicen que quieren ser madres están diciendo que quieren una sociedad patriarcal.,"En nuestra sociedad, a las mujeres se les ha enseñado que son ellas las que tienen que criar a los hijos y que es su deber. Pero esto no implica que deban querer un mundo dominado por los hombres.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000593P1,"Si supiera entonces lo que sé ahora sobre las mujeres, estaría soltero.",En la sociedad actual es bastante común estar soltero sin necesidad de culpar a las mujeres.,Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000593P2,Las mujeres sólo son útiles como amas de casa.,Eso no es cierto. Los padres son tan buenos como las madres en las tareas domésticas.,Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000594,"Las mujeres son débiles e inferiores, ni siquiera son capaces de hacer valer sus derechos.",Las mujeres consiguieron sus derechos porque lucharon por ellos. Deja de publicar tonterías y vete a leer sobre las Sufragistas.,Islamophobia,economics,positive,28,female,Master
ENT1ST0013HS0003CN000594P1,las mujeres sólo son útiles para el sexo.,No sé si hay una interpretación justa de tus palabras. Quizá si fueras más sensible entenderías que las relaciones son mucho más que simple sexo.,Islamophobia,economics,positive,28,female,Master
ENT1ST0013HS0003CN000594P2,"las mujeres son básicamente infantiles, incapaces de pensar seriamente y de emocionar. No deberían tener los mismos derechos.","Las mujeres son seres humanos con plenos derechos humanos, plena dignidad humana y plenas capacidades cognitivas. La oportunidad de aprender durante toda la vida debería reservarse a los misóginos.",Islamophobia,economics,positive,28,female,Master
ENT1ST0013HS0003CN000595,Deberíamos parar a las feministas.,"El principal problema del feminismo actual no es frenar la supremacía masculina, sino evitar la creación de una mentalidad de ""nosotras contra ellas"", que es polarizadora y puede volverse violenta con facilidad. Las feministas pueden hacer mucho para luchar contra esta tendencia venenosa.",Islamophobia,economics,question,50,male,Bachelor
ENT1ST0013HS0003CN000595P1,Las mujeres son inherentemente infrahumanas y no deben ser valoradas.,Las mujeres son seres humanos con plenos derechos humanos y deben ser respetadas como tales.,Islamophobia,economics,question,50,male,Bachelor
ENT1ST0013HS0003CN000595P2,A las mujeres les gustan los hombres malos.,"Yo no diría que ""a las mujeres les gustan los hombres malos"". Lo que me gustaría ver es un hombre interesado en una mujer, respetuoso con las mujeres y que le ofrezca algo más que un intercambio de favores sexuales. Estaría bien que los hombres tuvieran más características respetuosas que el mero deseo sexual.",Islamophobia,economics,question,50,male,Bachelor
